Erro 01: Divisao por zero. Horario de ocorrancia: 23/07/2019 as 13:17:52
Erro 01: Divisao por zero. Horario de ocorrancia: 23/07/2019 as 13:21:14
Erro 01: Divisao por zero. Horario de ocorrancia: 23/07/2019 as 13:30:26
